,cod_com,cod_prov,cod_reg,den_com,den_prov,den_reg,pop,sigla,std,median
257,1262,1,1,Sciolze,Torino,Piemonte,1453,TO,8.271852911675838,1397.446533203125
258,1263,1,1,Sestriere,Torino,Piemonte,921,TO,85.00821996839186,1530.7626953125
259,1264,1,1,Settimo Rottaro,Torino,Piemonte,466,TO,3.6194650516759377,1431.5973510742188
260,1265,1,1,Settimo Torinese,Torino,Piemonte,47006,TO,4.947838019712532,1427.76220703125
261,1266,1,1,Settimo Vittone,Torino,Piemonte,1541,TO,40.948067733948356,1363.843505859375
262,1267,1,1,Sparone,Torino,Piemonte,961,TO,144.40824269652785,1198.0199584960938
263,1268,1,1,Strambinello,Torino,Piemonte,269,TO,5.136384751169264,1401.8294677734375
264,1269,1,1,Strambino,Torino,Piemonte,6170,TO,1.2135867022304112,1437.9892578125
265,1270,1,1,Susa,Torino,Piemonte,6174,TO,46.243144927726405,1328.779541015625
266,1271,1,1,Tavagnasco,Torino,Piemonte,771,TO,52.16338803771092,1190.7150268554688
267,1272,1,1,Torino,Torino,Piemonte,857910,TO,12.423858453273578,1411.6912841796875
268,1273,1,1,Torrazza Piemonte,Torino,Piemonte,2971,TO,1.9843200506001324,1428.8580322265625
269,1274,1,1,Torre Canavese,Torino,Piemonte,603,TO,5.241804025014755,1420.092041015625
270,1275,1,1,Torre Pellice,Torino,Piemonte,4497,TO,104.00757065292575,1264.6781616210938
271,1276,1,1,Trana,Torino,Piemonte,3809,TO,41.190259697507564,1393.4287719726562
272,1278,1,1,Traversella,Torino,Piemonte,323,TO,99.23733896339161,1284.584228515625
273,1279,1,1,Traves,Torino,Piemonte,528,TO,43.91177791387769,1287.5062255859375
274,1280,1,1,Trofarello,Torino,Piemonte,10823,TO,2.0596976018489204,1423.5618896484375
275,1281,1,1,Usseaux,Torino,Piemonte,189,TO,136.71578692235207,1427.03173828125
276,1282,1,1,Usseglio,Torino,Piemonte,200,TO,145.81834663177432,1348.5029296875
277,1283,1,1,Vaie,Torino,Piemonte,1414,TO,135.7363289366771,1223.2222900390625
278,1284,1,1,Val della Torre,Torino,Piemonte,3964,TO,43.41543605669707,1362.017333984375
279,1285,1,1,Valgioie,Torino,Piemonte,915,TO,29.618112013884637,1423.3792724609375
280,1286,1,1,Vallo Torinese,Torino,Piemonte,795,TO,33.76147216814039,1331.701416015625
281,1287,1,1,Valperga,Torino,Piemonte,3025,TO,12.191488464676162,1418.2657470703125
282,1288,1,1,Valprato Soana,Torino,Piemonte,95,TO,132.77339106412109,1312.34326171875
